id,sentence,emotion,layer,confidence
194,It reflected a genuine feeling of inner peace.,inner_peace,3,0.95
195,A sudden feeling of awe filled their heart.,awe,3,0.95
196,A sudden feeling of outrage filled their heart.,anger,1,0.95
197,There was a clear sense of felt sympathy throughout the day.,empathy,2,0.95
199,The situation brought out deep happy.,joy,1,0.95
201,It reflected a genuine feeling of social isolation.,loneliness,2,0.95
206,That experience left them with lasting terrified.,fear,1,0.95
207,It was a moment marked by human connection.,joy,1,0.85
210,That experience left them with lasting letting go.,sadness,1,0.95
212,They experienced heartbroken in a quiet moment.,sadness,1,0.95
214,They experienced expressed sadness in a quiet moment.,sadness,1,0.95
217,It reflected a genuine feeling of wonder.,awe,3,0.95
218,There was a clear sense of expressed anger throughout the day.,anger,1,0.95
219,The situation brought out deep fear.,fear,1,0.95
220,They experienced mercy in a quiet moment.,gratitude,3,0.95
221,It was a moment marked by felt sympathy.,empathy,2,0.95
222,It was a moment marked by loneliness.,loneliness,2,0.95
223,You could sense the wonder in their voice.,awe,3,0.95
224,It reflected a genuine feeling of expressed anger.,anger,1,0.95
225,You could sense the happiness in their voice.,joy,1,0.95
226,There was a clear sense of expressed gratitude throughout the day.,gratitude,3,0.95
228,It was a moment marked by felt regret.,regret,2,0.95
229,Everyone noticed the expressed sadness in that moment.,sadness,1,0.95
230,It was a moment marked by hope.,hope,2,0.95
232,A sudden feeling of sense of awe filled their heart.,awe,3,0.95
233,Everyone noticed the outrage in that moment.,anger,1,0.95
234,That experience left them with lasting wonder.,awe,3,0.95
235,A sudden feeling of celebration filled their heart.,joy,1,0.95
236,Everyone noticed the felt regret in that moment.,regret,2,0.95
237,They experienced mercy in a quiet moment.,gratitude,3,0.95
238,The situation brought out deep expressed sadness.,sadness,1,0.95
242,Everyone noticed the angry in that moment.,anger,1,0.95
243,It reflected a genuine feeling of joy.,joy,1,0.95
244,They experienced hopeful in a quiet moment.,hope,2,0.95
245,There was a clear sense of heartbroken throughout the day.,sadness,1,0.95
246,That experience left them with lasting inner peace.,inner_peace,3,0.95
247,That experience left them with lasting hope.,hope,2,0.95
248,It was a moment marked by expressed anger.,anger,1,0.95
252,It reflected a genuine feeling of joy.,joy,1,0.95
253,Everyone noticed the panic in that moment.,fear,1,0.95
255,It reflected a genuine feeling of mourning.,sadness,1,0.95
256,That experience left them with lasting hope.,hope,2,0.95
257,It was a moment marked by grief.,sadness,1,0.95
258,The situation brought out deep celebration.,joy,1,0.95
259,That experience left them with lasting isolation.,loneliness,2,0.95
261,The situation brought out deep angry.,anger,1,0.95
262,It was a moment marked by awe.,awe,3,1.0
263,You could sense the outrage in their voice.,anger,1,0.95
264,The situation brought out deep compassion.,compassion,3,0.95
266,A sudden feeling of outrage filled their heart.,anger,1,0.95
267,It reflected a genuine feeling of hope.,hope,2,0.95
268,The situation brought out deep panic.,fear,1,0.95
269,There was a clear sense of loneliness throughout the day.,loneliness,2,0.95
270,They experienced panic in a quiet moment.,fear,1,0.95
272,They experienced awe in a quiet moment.,awe,3,0.95
274,Everyone noticed the fear in that moment.,fear,1,0.95
275,There was a clear sense of terrified throughout the day.,fear,1,0.95
276,They experienced angry in a quiet moment.,anger,1,0.95
277,They experienced public anger in a quiet moment.,anger,1,0.95
278,It reflected a genuine feeling of lonely.,loneliness,2,0.95
282,There was a clear sense of panic throughout the day.,fear,1,0.95
283,You could sense the sadness in their voice.,sadness,1,0.95
285,They experienced expressed fear in a quiet moment.,fear,1,0.95
287,They experienced sign of hope in a quiet moment.,hope,2,0.95
288,A sudden feeling of public anger filled their heart.,anger,1,0.95
289,There was a clear sense of regret throughout the day.,regret,2,0.95
290,You could sense the anger in their voice.,anger,1,0.85
291,Everyone noticed the loneliness in that moment.,loneliness,2,0.95
292,It reflected a genuine feeling of acceptance.,inner_peace,3,0.85
293,Everyone noticed the frightened in that moment.,fear,1,0.95
294,It was a moment marked by expressed sadness.,sadness,1,0.95
295,It was a moment marked by furious.,anger,1,0.95
298,It was a moment marked by sadness.,sadness,1,0.95
299,A sudden feeling of sad filled their heart.,sadness,1,0.95
302,A sudden feeling of expressed regret filled their heart.,regret,2,0.95
304,It was a moment marked by inner peace.,inner_peace,3,0.98
307,It reflected a genuine feeling of grief.,sadness,1,0.95
308,It was a moment marked by expressed joy.,joy,1,0.95
309,That experience left them with lasting inner peace.,inner_peace,3,0.95
310,You could sense the lonely in their voice.,loneliness,2,0.95
312,There was a clear sense of expressed sadness throughout the day.,sadness,1,0.95
313,They experienced felt regret in a quiet moment.,regret,2,0.95
315,It was a moment marked by calmness.,inner_peace,3,0.95
316,It was a moment marked by inner peace.,inner_peace,3,0.95
317,That experience left them with lasting grateful.,gratitude,3,0.85
320,You could sense the hopeful in their voice.,hope,2,0.95
321,It was a moment marked by social isolation.,loneliness,2,0.95
322,It reflected a genuine feeling of deeply moved.,sadness,1,0.95
323,Everyone noticed the calmness in that moment.,inner_peace,3,0.95
324,Everyone noticed the delight in that moment.,joy,1,0.95
326,They experienced furious in a quiet moment.,anger,1,0.85
329,Everyone noticed the compassion in that moment.,compassion,3,0.95
331,They experienced expressed gratitude in a quiet moment.,gratitude,3,0.95
333,It reflected a genuine feeling of remorse.,regret,2,0.95
336,It reflected a genuine feeling of expressed regret.,regret,2,0.95
338,That experience left them with lasting joy.,joy,1,0.95
340,The situation brought out deep lonely.,loneliness,2,0.95
341,It reflected a genuine feeling of remorse.,regret,2,0.95
343,It was a moment marked by mercy.,gratitude,3,0.85
344,They experienced terrified in a quiet moment.,fear,1,0.95
345,That experience left them with lasting joy.,joy,1,0.95
346,There was a clear sense of felt sympathy throughout the day.,empathy,2,0.95
347,The situation brought out deep mourning.,sadness,1,0.95
348,It reflected a genuine feeling of expressed gratitude.,gratitude,3,0.95
349,The situation brought out deep thankful.,gratitude,3,0.95
350,It reflected a genuine feeling of panic.,fear,1,0.95
353,A sudden feeling of expressed regret filled their heart.,regret,2,0.95
354,They experienced felt regret in a quiet moment.,regret,2,0.95
355,It was a moment marked by expressed anger.,anger,1,0.95
356,That experience left them with lasting isolation.,loneliness,2,0.95
357,It reflected a genuine feeling of expressed joy.,joy,1,0.95
358,Everyone noticed the outrage in that moment.,anger,1,0.85
360,There was a clear sense of connectedness throughout the day.,inner_peace,3,0.95
363,They experienced frightened in a quiet moment.,fear,1,0.95
364,They experienced felt regret in a quiet moment.,regret,2,0.95
368,That experience left them with lasting wonder.,awe,3,0.95
369,They experienced expressed anger in a quiet moment.,anger,1,0.95
370,That experience left them with lasting sense of awe.,awe,3,0.95
371,It was a moment marked by celebration.,joy,1,0.95
372,There was a clear sense of felt sympathy throughout the day.,empathy,2,0.95
373,It reflected a genuine feeling of expressed sadness.,sadness,1,0.95
374,Everyone noticed the public anger in that moment.,anger,1,0.95
376,It was a moment marked by expressed gratitude.,gratitude,3,0.95
378,It reflected a genuine feeling of afraid.,fear,1,0.95
379,A sudden feeling of joy filled their heart.,joy,1,0.95
380,There was a clear sense of hopeful throughout the day.,hope,2,0.95
381,A sudden feeling of fear filled their heart.,fear,1,0.95
383,They experienced remorse in a quiet moment.,regret,2,0.95
384,There was a clear sense of deeply moved throughout the day.,sadness,1,0.95
387,They experienced sense of awe in a quiet moment.,awe,3,0.95
389,A sudden feeling of hope filled their heart.,hope,2,0.95
390,It was a moment marked by mercy.,gratitude,3,0.95
391,You could sense the expressed hope in their voice.,hope,2,0.95
394,A sudden feeling of awe filled their heart.,awe,3,0.95
395,A sudden feeling of sign of hope filled their heart.,hope,2,0.95
397,You could sense the joy in their voice.,joy,1,0.95
398,They experienced anger in a quiet moment.,anger,1,0.95
401,It was a moment marked by heartbroken.,sadness,1,0.95
402,The situation brought out deep expressed gratitude.,gratitude,3,0.95
404,Everyone noticed the remorse in that moment.,regret,2,0.95
405,It was a moment marked by fear.,fear,1,0.95
407,It was a moment marked by grief.,sadness,1,0.95
409,It was a moment marked by angry.,anger,1,0.95
410,You could sense the panic in their voice.,fear,1,0.95
411,A sudden feeling of grief filled their heart.,sadness,1,0.95
413,Everyone noticed the social isolation in that moment.,sadness,1,0.95
414,The situation brought out deep peace of mind.,inner_peace,3,0.95
415,There was a clear sense of expressed hope throughout the day.,hope,2,0.95
416,It reflected a genuine feeling of awe.,awe,3,1.0
419,The situation brought out deep loneliness.,loneliness,2,0.95
420,They experienced peace of mind in a quiet moment.,inner_peace,3,0.95
421,A sudden feeling of wonder filled their heart.,awe,3,0.95
422,It reflected a genuine feeling of grateful.,gratitude,3,0.95
423,The situation brought out deep mourning.,sadness,1,0.95
425,There was a clear sense of expressed sadness throughout the day.,sadness,1,0.95
426,That experience left them with lasting gratitude.,gratitude,3,0.95
427,They experienced connectedness in a quiet moment.,inner_peace,3,0.95
428,You could sense the letting go in their voice.,regret,2,0.95
429,There was a clear sense of furious throughout the day.,anger,1,0.95
430,The situation brought out deep happy.,joy,1,0.85
432,There was a clear sense of sense of awe throughout the day.,awe,3,0.95
433,You could sense the sign of hope in their voice.,hope,2,0.95
434,There was a clear sense of mercy throughout the day.,compassion,3,0.95
435,It was a moment marked by delight.,joy,1,0.95
436,They experienced celebration in a quiet moment.,joy,1,0.95
437,Everyone noticed the calmness in that moment.,inner_peace,3,0.95
438,It was a moment marked by acceptance.,inner_peace,3,0.95
439,That experience left them with lasting human connection.,gratitude,3,0.95
440,It reflected a genuine feeling of inner peace.,inner_peace,3,0.98
441,There was a clear sense of social isolation throughout the day.,loneliness,2,0.95
442,That experience left them with lasting deeply moved.,sadness,1,0.85
443,You could sense the social isolation in their voice.,loneliness,2,0.95
444,A sudden feeling of terrified filled their heart.,fear,1,0.95
445,That experience left them with lasting inner peace.,inner_peace,3,0.95
446,You could sense the expressed sadness in their voice.,sadness,1,0.95
448,You could sense the loneliness in their voice.,loneliness,2,0.95
449,Everyone noticed the sad in that moment.,sadness,1,0.95
451,You could sense the hope in their voice.,hope,2,0.95
452,It reflected a genuine feeling of celebration.,joy,1,0.95
456,The situation brought out deep social isolation.,loneliness,2,0.95
457,That experience left them with lasting expressed fear.,fear,1,0.95
459,That experience left them with lasting remorse.,regret,2,0.95
460,It reflected a genuine feeling of afraid.,fear,1,0.95
461,It was a moment marked by celebration.,joy,1,0.95
462,It was a moment marked by gratitude.,gratitude,3,0.95
463,A sudden feeling of deeply moved filled their heart.,awe,3,0.95
464,You could sense the celebration in their voice.,joy,1,0.85
465,That experience left them with lasting connectedness.,inner_peace,3,0.95
468,You could sense the felt regret in their voice.,regret,2,0.95
470,That experience left them with lasting understanding others.,empathy,2,0.95
472,They experienced hopeful in a quiet moment.,hope,2,0.95
474,There was a clear sense of deeply moved throughout the day.,sadness,1,0.95
475,It was a moment marked by sign of hope.,hope,2,0.95
476,Everyone noticed the sympathy in that moment.,empathy,2,0.95
477,The situation brought out deep panic.,fear,1,0.95
478,The situation brought out deep sadness.,sadness,1,0.95
480,Everyone noticed the mourning in that moment.,sadness,1,0.85
481,It reflected a genuine feeling of happy.,joy,1,0.95
483,It reflected a genuine feeling of expressed hope.,hope,2,0.95
485,You could sense the lonely in their voice.,loneliness,2,0.95
486,The situation brought out deep lonely.,loneliness,2,0.95
487,It was a moment marked by compassion.,compassion,3,0.95
488,That experience left them with lasting empathy.,empathy,2,0.95
489,They experienced peace of mind in a quiet moment.,inner_peace,3,0.95
492,Everyone noticed the connectedness in that moment.,empathy,2,0.85
493,Everyone noticed the lonely in that moment.,loneliness,2,0.95
494,There was a clear sense of mourning throughout the day.,sadness,1,0.95
495,You could sense the wonder in their voice.,awe,3,0.95
496,A sudden feeling of heartbroken filled their heart.,sadness,1,0.95
498,That experience left them with lasting furious.,anger,1,0.95
499,They experienced frightened in a quiet moment.,fear,1,0.95
500,They experienced expressed hope in a quiet moment.,hope,2,0.95
501,The situation brought out deep inner peace.,inner_peace,3,0.95
502,It was a moment marked by wonder.,awe,3,0.95
504,It reflected a genuine feeling of mourning.,sadness,1,0.95
505,A sudden feeling of expressed sadness filled their heart.,sadness,1,0.95
506,There was a clear sense of lonely throughout the day.,loneliness,2,0.95
507,It reflected a genuine feeling of gratitude.,gratitude,3,0.95
509,Everyone noticed the sense of awe in that moment.,awe,3,0.95
510,That experience left them with lasting gratitude.,gratitude,3,0.95
511,It was a moment marked by fear.,fear,1,0.95
512,It reflected a genuine feeling of hopeful.,hope,2,0.95
513,That experience left them with lasting hopeful.,hope,2,0.95
514,It reflected a genuine feeling of sad.,sadness,1,0.95
516,You could sense the compassion in their voice.,compassion,3,0.95
518,That experience left them with lasting hopeful.,hope,2,0.95
519,They experienced felt regret in a quiet moment.,regret,2,0.95
520,A sudden feeling of isolation filled their heart.,loneliness,2,0.95
521,A sudden feeling of isolation filled their heart.,loneliness,2,0.95
523,You could sense the thankful in their voice.,gratitude,3,0.95
527,That experience left them with lasting felt regret.,regret,2,0.95
528,It reflected a genuine feeling of celebration.,joy,1,0.95
529,That experience left them with lasting sympathy.,empathy,2,0.95
530,The situation brought out deep empathy.,empathy,2,0.95
531,A sudden feeling of happiness filled their heart.,joy,1,0.95
532,That experience left them with lasting happy.,joy,1,0.95
533,There was a clear sense of empathy throughout the day.,empathy,2,0.95
534,It reflected a genuine feeling of peace of mind.,inner_peace,3,0.95
535,Everyone noticed the grateful in that moment.,gratitude,3,0.95
536,There was a clear sense of heartbroken throughout the day.,sadness,1,0.95
537,There was a clear sense of regret throughout the day.,regret,2,0.95
539,That experience left them with lasting calmness.,inner_peace,3,0.95
540,The situation brought out deep sadness.,sadness,1,0.95
542,They experienced public anger in a quiet moment.,anger,1,0.95
545,They experienced loneliness in a quiet moment.,loneliness,2,0.95
546,It was a moment marked by acceptance.,inner_peace,3,0.95
547,It reflected a genuine feeling of hope.,hope,2,0.95
549,Everyone noticed the grateful in that moment.,gratitude,3,0.95
551,That experience left them with lasting wonder.,awe,3,0.95
552,There was a clear sense of deeply moved throughout the day.,sadness,1,0.95
553,There was a clear sense of terrified throughout the day.,fear,1,0.95
554,A sudden feeling of heartbroken filled their heart.,sadness,1,0.95
555,Everyone noticed the acceptance in that moment.,inner_peace,3,0.85
557,You could sense the social isolation in their voice.,loneliness,2,0.95
558,There was a clear sense of anger throughout the day.,anger,1,0.95
559,That experience left them with lasting grateful.,gratitude,3,0.95
560,That experience left them with lasting expressed gratitude.,gratitude,3,0.95
561,You could sense the social isolation in their voice.,loneliness,2,0.85
562,They experienced isolation in a quiet moment.,loneliness,2,0.95
563,There was a clear sense of outrage throughout the day.,anger,1,0.95
564,Everyone noticed the happy in that moment.,joy,1,0.95
566,There was a clear sense of furious throughout the day.,anger,1,0.95
567,The situation brought out deep outrage.,anger,1,0.95
569,There was a clear sense of expressed anger throughout the day.,anger,1,0.95
570,It reflected a genuine feeling of compassionate.,compassion,3,0.95
571,It reflected a genuine feeling of isolation.,loneliness,2,0.95
572,There was a clear sense of inner peace throughout the day.,inner_peace,3,0.95
573,It was a moment marked by compassionate.,compassion,3,0.95
576,A sudden feeling of deeply moved filled their heart.,awe,3,0.95
577,They experienced compassionate in a quiet moment.,compassion,3,1.0
578,That experience left them with lasting gratitude.,gratitude,3,0.95
583,There was a clear sense of frightened throughout the day.,fear,1,0.95
584,A sudden feeling of expressed hope filled their heart.,hope,2,0.95
586,A sudden feeling of regret filled their heart.,regret,2,0.95
587,The situation brought out deep lonely.,loneliness,2,0.95
588,It was a moment marked by expressed sadness.,sadness,1,0.95
593,It reflected a genuine feeling of anger.,anger,1,0.95
594,They experienced mourning in a quiet moment.,sadness,1,0.95
595,The situation brought out deep angry.,anger,1,0.95
596,The situation brought out deep regret.,regret,2,0.95
597,It reflected a genuine feeling of wonder.,awe,3,0.95
598,It was a moment marked by calmness.,inner_peace,3,0.95
599,The situation brought out deep acceptance.,inner_peace,3,0.95
601,A sudden feeling of frightened filled their heart.,fear,1,0.95
602,They experienced compassion in a quiet moment.,compassion,3,0.95
603,They experienced awe in a quiet moment.,awe,3,1.0
604,Everyone noticed the expressed joy in that moment.,joy,1,0.95
605,That experience left them with lasting sad.,sadness,1,0.95
607,It reflected a genuine feeling of regret.,regret,2,0.95
608,Everyone noticed the happy in that moment.,joy,1,0.95
609,There was a clear sense of grateful throughout the day.,gratitude,3,0.95
611,It was a moment marked by compassionate.,compassion,3,0.95
612,It was a moment marked by remorse.,regret,2,0.95
613,There was a clear sense of felt sympathy throughout the day.,empathy,2,0.95
614,There was a clear sense of remorse throughout the day.,regret,2,0.95
616,There was a clear sense of hopeful throughout the day.,hope,2,0.95
617,You could sense the expressed fear in their voice.,fear,1,0.95
618,It was a moment marked by connectedness.,inner_peace,3,0.95
619,There was a clear sense of remorse throughout the day.,regret,2,0.95
620,Everyone noticed the hope in that moment.,hope,2,0.95
621,It reflected a genuine feeling of happiness.,joy,1,0.95
623,Everyone noticed the furious in that moment.,anger,1,0.95
625,They experienced connectedness in a quiet moment.,inner_peace,3,0.95
626,A sudden feeling of calmness filled their heart.,inner_peace,3,0.95
628,It was a moment marked by hopeful.,hope,2,0.95
629,Everyone noticed the isolation in that moment.,loneliness,2,0.85
630,They experienced delight in a quiet moment.,joy,1,0.95
631,The situation brought out deep public anger.,anger,1,0.95
633,A sudden feeling of gratitude filled their heart.,gratitude,3,0.95
634,There was a clear sense of remorse throughout the day.,regret,2,0.95
635,There was a clear sense of delight throughout the day.,joy,1,0.95
638,There was a clear sense of grateful throughout the day.,gratitude,3,0.95
639,A sudden feeling of terrified filled their heart.,fear,1,0.95
640,It was a moment marked by expressed fear.,fear,1,0.95
642,It reflected a genuine feeling of loneliness.,loneliness,2,0.95
643,Everyone noticed the expressed hope in that moment.,hope,2,0.95
644,It reflected a genuine feeling of compassion.,compassion,3,0.95
645,They experienced felt regret in a quiet moment.,regret,2,0.95
646,It was a moment marked by deeply moved.,sadness,1,0.95
648,A sudden feeling of sympathy filled their heart.,empathy,2,0.95
649,You could sense the calmness in their voice.,inner_peace,3,0.95
651,The situation brought out deep sense of awe.,awe,3,0.95
654,You could sense the inner peace in their voice.,inner_peace,3,0.95
655,There was a clear sense of afraid throughout the day.,fear,1,0.95
657,Everyone noticed the afraid in that moment.,fear,1,0.95
658,They experienced outrage in a quiet moment.,anger,1,0.95
659,They experienced loneliness in a quiet moment.,loneliness,2,0.95
660,There was a clear sense of compassion throughout the day.,compassion,3,0.95
661,A sudden feeling of wonder filled their heart.,awe,3,0.95
663,A sudden feeling of gratitude filled their heart.,gratitude,3,0.95
664,That experience left them with lasting calmness.,inner_peace,3,0.95
665,Everyone noticed the compassionate in that moment.,compassion,3,0.95
666,The situation brought out deep mercy.,compassion,3,0.95
667,There was a clear sense of mercy throughout the day.,compassion,3,0.95
669,It reflected a genuine feeling of regret.,regret,2,0.95
670,That experience left them with lasting regret.,regret,2,0.95
671,They experienced regret in a quiet moment.,regret,2,0.95
672,A sudden feeling of isolation filled their heart.,loneliness,2,0.95
675,They experienced mercy in a quiet moment.,gratitude,3,0.95
676,They experienced panic in a quiet moment.,fear,1,0.95
677,There was a clear sense of outrage throughout the day.,anger,1,0.95
679,It was a moment marked by wonder.,awe,3,0.95
680,It reflected a genuine feeling of regret.,regret,2,0.95
681,They experienced expressed fear in a quiet moment.,fear,1,0.95
682,You could sense the wonder in their voice.,awe,3,0.95
684,You could sense the compassionate in their voice.,compassion,3,0.95
685,They experienced fear in a quiet moment.,fear,1,0.95
687,It reflected a genuine feeling of afraid.,fear,1,0.95
689,It was a moment marked by human connection.,gratitude,3,0.95
691,That experience left them with lasting mercy.,compassion,3,0.95
693,It was a moment marked by letting go.,sadness,1,0.95
694,You could sense the peace of mind in their voice.,inner_peace,3,0.95
695,It reflected a genuine feeling of expressed regret.,regret,2,0.95
696,Everyone noticed the letting go in that moment.,sadness,1,0.85
698,The situation brought out deep terrified.,fear,1,0.95
700,That experience left them with lasting sense of awe.,awe,3,0.95
701,They experienced expressed gratitude in a quiet moment.,gratitude,3,0.95
702,A sudden feeling of anger filled their heart.,anger,1,0.95
704,The situation brought out deep panic.,fear,1,0.95
705,The situation brought out deep fear.,fear,1,0.95
706,Everyone noticed the public anger in that moment.,anger,1,0.95
708,A sudden feeling of letting go filled their heart.,joy,1,0.85
709,It was a moment marked by loneliness.,loneliness,2,1.0
710,That experience left them with lasting expressed hope.,hope,2,0.95
712,A sudden feeling of inner peace filled their heart.,inner_peace,3,0.95
